,county.x,cases,deaths,log(deaths),log(cases),CFR,death_100k,cases_100k,fips,state.x,cases.x,deaths.x,Poor.or.fair.health.raw.value,Adult.smoking.raw.value,Adult.obesity.raw.value,Physical.inactivity.raw.value,Excessive.drinking.raw.value,Sexually.transmitted.infections.raw.value,Uninsured.raw.value,Diabetes.monitoring.raw.value,High.school.graduation.raw.value,Some.college.raw.value,Unemployment.raw.value,Children.in.poverty.raw.value,Income.inequality.raw.value,Air.pollution...particulate.matter.raw.value,Severe.housing.problems.raw.value,HIV.prevalence.raw.value,Food.insecurity.raw.value,Limited.access.to.healthy.foods.raw.value,Uninsured.adults.raw.value,Median.household.income.raw.value,Population.raw.value,X..below.18.years.of.age.raw.value,X..65.and.older.raw.value,X..Non.Hispanic.African.American.raw.value,X..American.Indian.and.Alaskan.Native.raw.value,X..Asian.raw.value,X..Native.Hawaiian.Other.Pacific.Islander.raw.value,X..Hispanic.raw.value,X..Non.Hispanic.white.raw.value,Poverty.raw.value,Communicable.disease.raw.value,Drug.overdose.deaths.raw.value,Violent.crime.raw.value,Frequent.mental.distress.raw.value,lon,lat,POP_LONGITUDE,POP_LATITUDE,PopulationEstimate2018,PopulationDensityperSqMile2010,HeartDiseaseMortality,StrokeMortality,RespMortalityRate2014,Smokers_Percentage,DiabetesPercentage,SVIPercentile,CFR.x,death_100k.x,cases_100k.x,cases.y,deaths.y,CFR.y,death_100k.y,cases_100k.y
38,Liberty,NA,NA,NA,NA,NA,NA,NA,12077,Florida,295,7,0.222376694,0.213501198,0.396,0.302,0.174019322,346.9,0.145152145,0.842105263,0.775,0.337334437,0.053227633,0.292,4.540236592,7.6,0.152542373,235.3,0.175,0.086437271,0.171042164,38900,8202,0.186539868,0.124725677,0.187759083,0.012070227,0.003657645,0.000243843,0.067910266,0.717751768,NA,NA,NA,127.3074475,0.133435802,-84.89480631,30.24904583,-84.905169,30.399795,8457,10,191.4,36.7,91.93,23.5530174,12.8,0.8334,2.372881356,82.77166844,3488.234599,405,6,1.481481481,70.94714438,4788.932245
39,Madison,195,3,1.098612289,5.272999559,1.538461538,16.19083599,1052.404339,12079,Florida,817,17,0.220431433,0.194675383,0.335,0.323,0.162219627,405,0.157441293,0.888888889,0.575,0.454875962,0.053022126,0.4,5.423168626,8.2,0.213533835,916.1,0.222,0.09562701,0.185451557,33721,18224,0.194578578,0.193097015,0.38213345,0.007023705,0.004499561,0.000274364,0.048891572,0.546696664,NA,NA,NA,808.9422335,0.146464837,-83.45989063,30.44046068,-83.430563,30.47263,18529,27.6,226.6,43.2,61.37,20.6866967,14.8,0.9608,2.080783354,91.74807059,4409.304334,667,14,2.098950525,75.55723461,3599.762534
40,Manatee,2856,130,4.86753445,7.957177323,4.551820728,32.92347824,723.3034912,12081,Florida,8564,162,0.157093122,0.16115032,0.265,0.224,0.171518833,418.5,0.180771642,0.856075588,0.78,0.543659607,0.04559031,0.205,4.567152895,7.3,0.188841845,323,0.141,0.063701618,0.217792603,51770,375888,0.189992764,0.261982293,0.085331269,0.005315413,0.021572915,0.000997638,0.161117141,0.716279849,NA,NA,37.76341587,580.7655243,0.12060226,-82.30352611,27.47235365,-82.532775,27.477054,394855,434.5,137.4,25.6,40,15.21862411,7.4,0.5197,1.891639421,41.02771904,2168.897443,14124,163,1.154064005,41.28097656,3577.009282
41,Marion,672,10,2.302585093,6.510258341,1.488095238,2.777955258,186.6785934,12083,Florida,9047,280,0.197269805,0.177879799,0.301,0.282,0.161343759,394.2,0.165659034,0.876460234,0.81,0.497432242,0.058272405,0.282,3.984109618,7.7,0.16772449,344,0.164,0.104200214,0.203901926,39629,349020,0.187098161,0.285762994,0.124571658,0.005323477,0.017311329,0.00085955,0.125247837,0.714110939,NA,NA,24.81964553,441.522174,0.136238318,-82.05455176,29.2032406,-82.123367,29.140116,359977,209.1,200.9,30.6,57.75,18.66500418,11.8,0.7535,3.094948602,77.78274723,2513.216122,11982,234,1.952929394,65.00415304,3328.54599
42,Martin,2055,25,3.218875825,7.628031127,1.216545012,15.53644228,1277.095555,12085,Florida,2815,118,0.139709745,0.132561439,0.2,0.215,0.200953781,232.1,0.166853492,0.868677043,0.89,0.56788778,0.048592705,0.179,4.911657359,6.5,0.187736314,290.1,0.129,0.082637033,0.191762065,55917,158701,0.165745648,0.30272021,0.051852225,0.009521049,0.013528585,0.001909251,0.13195254,0.79014625,NA,NA,17.72080551,232.4699157,0.117261033,-80.38623141,27.07777033,-80.244395,27.1443,160912,269.2,118.7,32.5,45.67,14.3212814,6.4,0.399,4.191829485,73.33200756,1749.403401,3971,83,2.090153614,51.58098837,2467.808492
43,Miami-Dade,36819,991,6.898714534,10.5137693,2.691545126,35.8852411,1333.258014,12086,Florida,132439,2280,0.206644908,0.135136217,0.212,0.23,0.166783909,445,0.212333503,0.866844582,0.78,0.601903561,0.054039105,0.248,5.596574746,7.9,0.31621158,1130.3,0.09,0.017469897,0.257120732,45886,2712945,0.203478508,0.159616948,0.161985591,0.002844879,0.016419426,0.000481027,0.676538964,0.138075413,NA,NA,7.96883257,650.3381644,0.119379409,-80.58750196,25.60789485,-80.298888,25.774565,2761581,1315.5,152.4,37.2,33.65,16.47941001,6.7,0.8175,1.721547278,82.56140233,4795.767352,168552,1244,0.738051165,45.04665987,6103.4603
44,Monroe,259,4,1.386294361,5.556828062,1.544401544,5.331414024,345.2090581,12087,Florida,1577,18,0.142307469,0.159824126,0.228,0.217,0.260802674,245,0.199780242,0.804123711,0.77,0.601829587,0.031592813,0.18,4.691758858,6.5,0.283779029,828.4,0.121,0.082787729,0.218790033,63892,79077,0.149423979,0.216927805,0.061282042,0.004767505,0.013847263,0.001138131,0.230433628,0.677213349,NA,NA,26.10239843,514.6849471,0.116788729,-81.07024951,25.53393405,-81.263945,24.739678,75027,74.3,149.4,34,39.11,17.17289846,4.8,0.4557,1.141407736,23.99136311,2101.909979,3029,15,0.495212942,19.99280259,4037.21327
45,Nassau,NA,NA,NA,NA,NA,NA,NA,12089,Florida,1931,44,0.165197713,0.158547657,0.289,0.239,0.185580514,246.7,0.120605611,0.861363636,0.91,0.583785017,0.045702958,0.144,4.254380054,8,0.148557179,163.1,0.148,0.074277844,0.137812622,67967,80622,0.200019846,0.21399866,0.05832155,0.005035846,0.009736796,0.000868249,0.041948848,0.872764258,NA,NA,16.12321531,130.6269655,0.128470031,-81.82363634,30.60042431,-81.647153,30.607962,85832,113,165.7,39.1,70.06,19.38886901,8.6,0.2459,2.278612118,51.26293224,2249.743685,3989,27,0.676861369,31.45679933,4647.450834
46,Okaloosa,665,6,1.791759469,6.499787041,0.902255639,2.894788898,320.8391028,12091,Florida,4332,108,0.16490736,0.173543466,0.255,0.23,0.201022715,500.7,0.126038638,0.783338715,0.82,0.67939708,0.040148358,0.164,4.07092823,8.6,0.171814541,237.7,0.155,0.101524465,0.146595125,58009,201170,0.220997167,0.157980812,0.095282597,0.007282398,0.031704529,0.002296565,0.086861858,0.74402744,NA,NA,18.61335533,435.0744384,0.120283983,-86.6027942,30.73988971,-86.567105,30.542829,207269,194.4,164,34.6,71.16,18.46803109,10.1,0.386,2.493074792,52.10620016,2090.037584,9915,142,1.432173475,68.51000391,4783.638653
47,Okeechobee,NA,NA,NA,NA,NA,NA,NA,12093,Florida,1192,27,0.262844552,0.214661424,0.292,0.309,0.162827336,416.4,0.238722945,0.801626016,0.66,0.323966441,0.054345972,0.294,4.354036122,6.2,0.190314037,386.2,0.159,0.287711037,0.289968063,37689,40314,0.223371534,0.183732698,0.083444957,0.015007194,0.010641465,0.001165848,0.255494369,0.631740834,NA,NA,21.86123163,420.5966954,0.147799769,-80.89421811,27.42833786,-80.822153,27.272057,41537,52,230.8,33.6,76.53,21.46020926,12.2,0.9465,2.265100671,65.00228712,2869.730602,1360,28,2.058823529,67.40977923,3274.189277
48,Orange,10313,57,4.043051268,9.241160514,0.552700475,4.128505155,746.9697134,12095,Florida,29455,400,0.180804746,0.145469534,0.24,0.231,0.20681652,638.6,0.156782738,0.85295125,0.777267463,0.673077325,0.044011836,0.222,4.572283334,6.5,0.235499634,738.1,0.151,0.068793635,0.187292259,51312,1314367,0.225445405,0.112631404,0.202845933,0.005649868,0.055998819,0.001977378,0.305354593,0.415730918,NA,NA,15.25096395,681.4340725,0.122104391,-81.30712545,28.50158052,-81.384377,28.532855,1380645,1268.5,151,42.4,45.49,15.59988113,9.3,0.6691,1.358003735,28.971966,2133.423146,51141,354,0.692203907,25.64018991,3704.138283
49,Osceola,2026,24,3.17805383,7.613818685,1.184600197,6.521916356,550.5584391,12097,Florida,10392,128,0.23367333,0.163911984,0.286,0.259,0.18351383,427.8,0.175745166,0.846025105,0.81,0.58026274,0.050409293,0.233,4.068990524,7.3,0.24354366,410.9,0.103,0.1017795,0.214209654,50716,336015,0.247012782,0.132136958,0.095849888,0.008124637,0.028983825,0.002410607,0.523071887,0.337217089,NA,NA,13.91438428,468.1356427,0.140512873,-81.15003932,28.05709152,-81.383484,28.266765,367990,202.4,178.7,35.8,52.08,17.79141006,11,0.8178,1.231716705,34.7835539,2823.989782,17451,170,0.974156209,46.19690752,4742.248431
50,Palm Beach,14148,510,6.234410726,9.55732855,3.604749788,34.32168572,952.1239403,12099,Florida,32105,857,0.161528078,0.133660886,0.222,0.209,0.177541906,383.9,0.17210058,0.864498858,0.790919255,0.63341636,0.048173644,0.19,4.944168947,6,0.237554981,639.3,0.141,0.046543735,0.202267611,57607,1443810,0.1939064,0.233025814,0.183085725,0.005925988,0.02797321,0.001103331,0.214674369,0.559919242,NA,NA,26.75697282,462.9301188,0.119031079,-80.5130172,26.68903661,-80.146119,26.617075,1485941,670.2,123.6,32.1,32.77,15.91610596,7.7,0.5592,2.669366142,57.67389149,2160.583765,49387,635,1.28576346,42.73386359,3323.617829
51,Pasco,1992,19,2.944438979,7.596894438,0.953815261,3.520931008,369.1418194,12101,Florida,7189,188,0.186005542,0.207305275,0.321,0.264,0.190344635,262.7,0.140492419,0.878588853,0.79,0.633719526,0.052021941,0.181,4.322927157,7.4,0.166797435,221.2,0.139,0.082592758,0.168731059,46326,512368,0.202904943,0.228579849,0.051267839,0.004455782,0.02454681,0.000993427,0.143078803,0.760769603,NA,NA,24.87282764,296.4671062,0.132285497,-82.39747099,28.30971247,-82.51608,28.261606,539630,622.2,158.3,38.3,65.69,18.62961317,10.3,0.6344,2.615106413,34.83868577,1332.209106,16973,240,1.414010487,44.474918,3145.303263
52,Pinellas,6487,166,5.111987788,8.777555453,2.558964082,17.02075301,665.1423181,12103,Florida,15320,581,0.161309594,0.174458759,0.256,0.234,0.207461089,443,0.142945772,0.869605894,0.78,0.651318419,0.04374432,0.196,4.762251785,6.9,0.194517247,496.4,0.16,0.039365689,0.167595675,49974,960730,0.166726344,0.238330228,0.103739865,0.003851238,0.03455081,0.001197006,0.093059444,0.748056166,NA,NA,22.39653451,535.9390306,0.123877852,-82.73108941,27.94859889,-82.727651,27.899794,975280,3347.5,148.3,27.2,48.48,16.41154199,8,0.5169,3.792428198,59.57263555,1570.830941,31179,414,1.3278168,42.44934788,3196.928062
53,Polk,3836,98,4.584967479,8.252185436,2.554744526,13.84163196,541.8010223,12105,Florida,15984,429,0.202963407,0.169273566,0.344,0.28,0.150079103,482.3,0.154478675,0.864355308,0.69,0.50375803,0.05639512,0.254,4.106496429,7.5,0.183831697,396.3,0.157,0.128134528,0.190969229,46289,666149,0.224487314,0.199916235,0.145339856,0.00632291,0.019456608,0.001155898,0.21112694,0.605891475,NA,NA,16.5053804,355.7191799,0.128336633,-81.69746902,27.94356526,-81.799975,28.03114,708009,334.9,171.8,39.2,55.88,19.13550896,12.6,0.9035,2.683933934,60.5924501,2257.59842,24635,353,1.432920641,49.85812327,3479.475543
54,Putnam,339,6,1.791759469,5.826000107,1.769911504,8.09028761,457.1012499,12107,Florida,1760,34,0.246072012,0.248918231,0.379,0.298,0.173845892,499,0.172411294,0.794025157,0.55,0.417783912,0.062949575,0.361,4.916660617,7.2,0.205998563,385.5,0.204,0.133103225,0.211801057,37526,72277,0.216140681,0.219129184,0.158764199,0.006862487,0.006488925,0.001549594,0.097776609,0.717309794,NA,NA,10.62635428,620.029776,0.152123546,-81.74323328,29.59927624,-81.720431,29.609299,74163,102.2,183,36.2,86.99,23.62047179,14.2,0.9525,1.931818182,45.84496312,2373.151032,2762,47,1.70166546,63.37391961,3724.229063
55,Santa Rosa,593,9,2.197224577,6.385194399,1.517706577,5.018148972,330.6402601,12113,Florida,4737,68,0.1509304,0.194295921,0.26,0.246,0.193954694,301.1,0.11679202,0.821551724,0.83,0.663642885,0.045413681,0.149,3.970255427,9,0.144047929,189.7,0.146,0.114679465,0.141521599,62668,170497,0.222555236,0.152325261,0.061983495,0.008774348,0.021402136,0.001677449,0.05414758,0.82675355,NA,NA,12.97511373,143.644161,0.123275187,-87.03013891,30.74563142,-87.036954,30.549593,179349,149.6,172.1,36.3,74.35,19.21804774,9.9,0.3096,1.435507705,37.91490334,2641.219076,8165,97,1.187997551,54.08449448,4552.576262
56,Sarasota,1482,97,4.574710979,7.301147806,6.545209177,22.7316401,347.3019652,12115,Florida,6588,161,0.12509276,0.126977611,0.207,0.202,0.177574788,239.3,0.159271922,0.873148841,0.79,0.591967591,0.045698261,0.179,4.303258977,7,0.179654933,247.6,0.136,0.069465087,0.179589288,55088,412569,0.145265398,0.353683869,0.044101714,0.003175226,0.01665176,0.000586569,0.088571851,0.836456447,NA,NA,19.75178589,289.0114292,0.117233527,-82.35044075,27.1778329,-82.423893,27.208205,426718,682.6,109.7,26.2,36.05,15.03047218,5.7,0.2538,2.44383728,37.72983563,1543.876752,14160,296,2.09039548,69.36665432,3318.350761
57,Seminole,2566,16,2.772588722,7.850103545,0.623538581,3.420031122,548.4874912,12117,Florida,6415,197,0.160964062,0.158116304,0.256,0.202,0.206768388,370.8,0.118551808,0.866373385,0.86,0.754095111,0.04328384,0.141,4.390864121,7.3,0.18234976,287.3,0.131,0.071562642,0.138442802,61253,455479,0.211401623,0.152022376,0.110681283,0.004344877,0.044735323,0.001279971,0.203557134,0.619910029,NA,NA,15.29166627,342.0703777,0.111972897,-81.22082815,28.70280099,-81.310445,28.697834,467832,1367,140.6,41.9,49.57,15.64200647,8.5,0.1844,3.070927514,42.10913319,1371.218728,12474,119,0.953984287,25.43648147,2666.341764
58,St. Johns,948,7,1.945910149,6.854354502,0.738396624,2.753076563,372.845226,12109,Florida,4402,63,0.112572769,0.134096465,0.224,0.184,0.213989952,254.2,0.100796438,0.861946903,0.898716609,0.776734335,0.037072137,0.085,4.689499685,7.6,0.166182452,164.7,0.128,0.065713734,0.119765959,78544,235087,0.218918953,0.193200815,0.052112622,0.003041427,0.028623446,0.000876271,0.065733112,0.83424009,NA,NA,12.2122399,270.6329464,0.107929727,-81.42856734,29.89377829,-81.421504,29.977088,254261,316.4,127.9,32.9,48.72,15.05904672,6.1,0.0761,1.431167651,24.77768907,1731.291862,10883,64,0.588073142,25.17098572,4280.247462
59,St. Lucie,1724,47,3.850147602,7.452402451,2.726218097,14.63590842,536.857577,12111,Florida,6279,235,0.170813974,0.173359823,0.271,0.276,0.181768664,373.8,0.182365948,0.856990962,0.75,0.54385589,0.056589165,0.263,4.445290249,6.3,0.213201998,622.7,0.162,0.129667761,0.224284586,45509,306507,0.201838784,0.235234432,0.193033112,0.005233159,0.019076236,0.001037497,0.183349809,0.585347154,NA,NA,22.2073925,379.672389,0.123637521,-80.48022634,27.37042575,-80.353183,27.338067,321128,485.7,145.7,33.5,52.69,18.06928261,8.9,0.7185,3.742634177,73.17954211,1955.295085,9227,157,1.701528124,48.89016218,2873.309085
60,Sumter,345,17,2.833213344,5.843544417,4.927536232,13.20347329,267.9528403,12119,Florida,1945,53,0.131840249,0.104544349,0.269,0.192,0.148152603,174.9,0.119548329,0.903600984,0.78,0.36952529,0.070180239,0.291,3.782833547,7.4,0.114344888,222.6,0.141,0.042840259,0.130249511,56568,123996,0.070687764,0.56309881,0.071752315,0.004379174,0.009040614,0.000580664,0.055155005,0.852704926,NA,NA,10.91712225,173.5103247,0.106199578,-82.07723731,28.69131589,-82.035469,28.825768,128754,170.8,140.9,26.2,31.34,12.20471541,9.9,0.236,2.724935733,41.16376967,1510.632679,3868,56,1.447776629,43.49379437,3004.178511
61,Suwannee,499,20,2.995732274,6.212606096,4.008016032,45.25808423,1129.189201,12121,Florida,2207,50,0.234812418,0.201501056,0.329,0.29,0.173650154,474.8,0.175398275,0.84298441,0.68,0.400175217,0.04937798,0.301,4.691801016,7.9,0.15271094,528.6,0.185,0.091673775,0.213302248,40572,43794,0.209526419,0.204137553,0.129446956,0.007032927,0.006621912,0.000776362,0.090743024,0.756245148,NA,NA,12.16027239,415.9144405,0.137272145,-82.98542973,30.18977208,-82.987546,30.214688,44191,60.4,211.6,45.8,84.44,22.56795642,11.5,0.9424,2.265518804,113.1452106,4994.229594,1796,29,1.614699332,65.62422213,4064.175963
62,Taylor,NA,NA,NA,NA,NA,NA,NA,12123,Florida,1249,12,0.203805667,0.211680808,0.373,0.351,0.174269001,527,0.147117165,0.830188679,0.675,0.422160574,0.055143756,0.296,3.685019608,7.6,0.111185533,1046.4,0.181,0.121073351,0.177030864,40180,22175,0.195400226,0.191792559,0.196076663,0.009289741,0.00897407,0.000496054,0.042119504,0.727125141,NA,NA,NA,743.4136162,0.128226754,-83.60089606,30.04932972,-83.597967,30.064881,21623,21.6,186.7,47.2,75.41,23.78792935,11.7,0.8984,0.960768615,55.4964621,5776.256764,910,16,1.758241758,73.9952828,4208.481709
63,Union,62,2,0.693147181,4.127134385,3.225806452,13.38688086,414.9933066,12125,Florida,907,14,0.237378125,0.248614348,0.379,0.322,0.164539966,612.2,0.108521819,0.801932367,0.775,0.354831752,0.044295863,0.259,4.654547695,7.4,0.136304063,2445.2,0.193,0.095417444,0.132948957,43795,15142,0.190793819,0.130167745,0.223484348,0.005613525,0.006009774,0.000396249,0.057654207,0.693435478,NA,NA,NA,300.4375939,0.14095263,-82.37031412,30.04162969,-82.356919,30.010768,14940,63.8,271.4,44.4,103.74,23.26413847,12.8,0.8382,1.543550165,93.708166,6070.950469,622,52,8.360128617,348.0589023,4163.319946
64,Volusia,2105,57,4.043051268,7.652070746,2.70783848,10.41023637,384.4482027,12127,Florida,8726,191,0.185534833,0.181342888,0.257,0.25,0.176404384,333.6,0.154530267,0.856596851,0.72,0.58393895,0.051004373,0.197,4.314415672,6.8,0.193464915,354.1,0.16,0.132672411,0.182989261,45356,529364,0.177575355,0.240348796,0.103344768,0.004577191,0.019104057,0.000782071,0.130420656,0.728466613,NA,NA,18.39486179,426.4568334,0.136951852,-81.18945025,29.05247796,-81.123944,29.073725,547538,449.2,176.4,43.5,63.79,18.36018578,10.2,0.5347,2.188860876,34.88342362,1593.679343,16033,218,1.359695628,39.81458821,2928.198591
65,Wakulla,NA,NA,NA,NA,NA,NA,NA,12129,Florida,1077,9,0.169303523,0.190639048,0.357,0.285,0.226416267,442.2,0.111428212,0.835616438,0.78,0.518539263,0.041349139,0.18,3.674100749,7.9,0.147638698,423.7,0.163,0.002599341,0.129313833,56158,31893,0.212868028,0.142821309,0.138525695,0.007431098,0.006709936,0.000783871,0.037782586,0.792525006,NA,NA,11.59603626,272.3166135,0.11772027,-84.40945473,30.17558002,-84.331546,30.185525,32461,50.8,195.7,35.7,78.4,19.240292,7.6,0.4032,0.835654596,27.72557839,3317.827547,1466,22,1.500682128,67.77363606,4516.188657
66,Walton,245,9,2.197224577,5.501258211,3.673469388,12.60945709,343.2574431,12131,Florida,1720,16,0.185690961,0.189571692,0.281,0.25,0.184798892,344.5,0.174419544,0.785412262,0.74,0.57337884,0.042760268,0.213,4.776735102,8.6,0.214222615,142.6,0.157,0.055328784,0.204115338,54686,65889,0.202355477,0.194615186,0.052876808,0.008392903,0.011959508,0.001669474,0.061042056,0.843585424,NA,NA,9.951447412,373.6582273,0.126976982,-86.17177883,30.67216876,-86.190665,30.583729,71375,53.1,178,31.3,65.91,21.24002419,10.8,0.5822,0.930232558,22.41681261,2409.807356,3792,34,0.896624473,47.6357268,5312.784588
67,Washington,113,12,2.48490665,4.727387819,10.61946903,48.23151125,454.1800643,12133,Florida,972,9,0.230069256,0.211610221,0.374,0.34,0.159406878,372.2,0.14863258,0.836170213,0.7,0.414111847,0.05230706,0.319,4.992946655,8.6,0.161694511,776.9,0.185,0.221406212,0.178092864,34787,24569,0.199397615,0.177174488,0.148886809,0.013757174,0.005657536,0.001058244,0.03573609,0.775570841,NA,NA,NA,235.7014448,0.139990792,-85.68366894,30.62671676,-85.625419,30.650718,24880,42.7,228.3,46.8,86.23,22.89872042,13,0.8939,0.925925926,36.17363344,3906.752412,1160,7,0.603448276,28.13504823,4662.379421
